V2f [V],Imeas [A],Hfield [uT]
0.0010936,0.002334651,0.8974398444
0.0011136,0.04219877,16.221207187999998
0.0011716,0.0823645,31.660913799999996
0.0012622,0.1223124,47.016886559999996
0.0014312,0.1623943,62.42436891999999
0.0014344,0.2021663,77.71272572
0.0014348,0.2420639,93.04936316
