V2f [V],Imeas [A],Hfield [uT]
3e-06,0.002301138,0.8845574471999998
0.0008518,0.04218201,16.214764644
0.000905,0.0823645,31.660913799999996
0.0010988,0.1223794,47.04264136
0.0012586,0.1624027,62.42759788
0.0012424,0.2021998,77.72560312
0.0012234,0.2419969,93.02360835999998
