V2f [V],Imeas [A],Hfield [uT]
0.0009468,0.002225733,0.8555717652
0.0009698,0.04225742,16.243752247999996
0.0010372,0.08238126,31.667356343999998
0.001144,0.1222956,47.01042864
0.0013884,0.1623608,62.41149152
0.0014004,0.2022082,77.72883208
0.0012786,0.242022,93.03325679999999
