V2f [V],Imeas [A],Hfield [uT]
0.00078,0.00229276,0.881336944
0.0007902,0.04217364,16.211547216
0.0008204,0.08231423,31.641590011999998
0.0010466,0.1223627,47.03622188
0.0010448,0.1624195,62.434055799999996
0.0010298,0.2021244,77.69661936
0.0011178,0.2420471,93.04290524
