V2f [V],Imeas [A],Hfield [uT]
0.001188,0.002451948,0.9425288111999999
0.0012052,0.0422658,16.246973519999997
0.0012582,0.08239801,31.673795043999995
0.001335,0.122304,47.013657599999995
0.0014616,0.1623776,62.41794944
0.001499,0.202183,77.7191452
0.0014092,0.2420053,93.02683732
