V2f [V],Imeas [A],Hfield [uT]
0.0007694,0.002351408,0.9038812352
0.0007786,0.0421485,16.2018834
0.000881,0.08238126,31.667356343999998
0.0009018,0.1222789,47.004009159999995
0.0008444,0.1623776,62.41794944
0.000958,0.2021579,77.70949676
0.0009616,0.2420388,93.03971471999999
