V2f [V],Imeas [A],Hfield [uT]
0.0010126,0.002309516,0.8877779504
0.0010348,0.04206471,16.169674523999998
0.0010984,0.08237288,31.664135071999997
0.0011952,0.1223375,47.026534999999996
0.0014036,0.162453,62.44693319999999
0.001415,0.2021998,77.72560312
0.0012998,0.2420555,93.0461342
