V2f [V],Imeas [A],Hfield [uT]
0.0008162,0.002267624,0.8716746656000001
0.000832,0.04218201,16.214764644
0.000876,0.0823645,31.660913799999996
0.0011232,0.1223124,47.016886559999996
0.0012454,0.1624111,62.430826839999995
0.0011608,0.2021663,77.71272572
0.0011326,0.242022,93.03325679999999
