V2f [V],Imeas [A],Hfield [uT]
0.000861,0.002208976,0.8491303743999999
0.0008802,0.04214012,16.198662128
0.0009412,0.0823645,31.660913799999996
0.0011056,0.1223208,47.02011552
0.0012974,0.162453,62.44693319999999
0.0012582,0.2021411,77.70303883999999
0.001205,0.2420053,93.02683732
