V2f [V],Imeas [A],Hfield [uT]
0.000793,0.002284381,0.8781160563999999
0.000805,0.04208147,16.176117068
0.0008386,0.08238126,31.667356343999998
0.001098,0.122304,47.013657599999995
0.0010982,0.1624614,62.45016216
0.0010904,0.2021914,77.72237415999999
0.0011658,0.2420053,93.02683732
