V2f [V],Imeas [A],Hfield [uT]
0.000803,0.002259246,0.8684541624
0.0008162,0.04209823,16.182559612
0.0008548,0.08233099,31.648032556
0.0010904,0.1223208,47.02011552
0.0011476,0.1623692,62.41472047999999
0.0012034,0.2021747,77.71595468
0.0012284,0.2420723,93.05259211999999
